Stock,MarketCap
REGAAL.NS,
REGENCERAM.NS,
RELAXO.NS,
RELCHEMQ.NS,
RELIABLE.NS,
RELIANCE.NS,
RELIGARE.NS,
RELINFRA.NS,
RELTD.NS,
REMSONSIND.NS,
RENUKA.NS,
REPCOHOME.NS,
REPL.NS,
REPRO.NS,
RESPONIND.NS,
RETAIL.NS,
RGL.NS,
RHETAN.NS,
RHFL.NS,
RHIM.NS,
RHL.NS,
RICOAUTO.NS,
RIIL.NS,
RISHABH.NS,
RITCO.NS,
RITES.NS,
RKDL.NS,
RKEC.NS,
RKFORGE.NS,
RKSWAMY.NS,
RMDRIP.NS,
RML.NS,
RNBDENIMS.NS,
ROHLTD.NS,
ROLEXRINGS.NS,
ROLLT.NS,
ROML.NS,
ROSSARI.NS,
ROSSELLIND.NS,
ROSSTECH.NS,
ROTO.NS,
ROUTE.NS,
RPEL.NS,
RPGLIFE.NS,
RPOWER.NS,
RPPINFRA.NS,
RPPL.NS,
RPSGVENT.NS,
RPTECH.NS,
RRKABEL.NS,
RSSOFTWARE.NS,
RSWM.NS,
RSYSTEMS.NS,
RTNINDIA.NS,
RTNPOWER.NS,
RUBFILA.NS,
RUBICON.NS,
RUBYMILLS.NS,
RUCHINFRA.NS,
RUCHIRA.NS,
RUDRA.NS,
RUPA.NS,
RUSHIL.NS,
RUSTOMJEE.NS,
RVHL.NS,
RVNL.NS,
RVTH.NS,
S&SPOWER.NS,
SAATVIKGL.NS,
SABEVENTS.NS,
SADBHAV.NS,
SADBHIN.NS,
SADHNANIQ.NS,
SAFARI.NS,
SAGARDEEP.NS,
SAGCEM.NS,
SAGILITY.NS,
SAHYADRI.NS,
SAIL.NS,
SAILIFE.NS,
SAKAR.NS,
SAKHTISUG.NS,
SAKSOFT.NS,
SAKUMA.NS,
SALASAR.NS,
SALONA.NS,
SALSTEEL.NS,
SALZERELEC.NS,
SAMBHAAV.NS,
SAMBHV.NS,
SAMHI.NS,
SAMMAANCAP.NS,
SAMPANN.NS,
SANATHAN.NS,
SANCO.NS,
SANDESH.NS,
SANDHAR.NS,
SANDUMA.NS,
SANGAMIND.NS,
SANGHIIND.NS,
SANGHVIMOV.NS,
SANGINITA.NS,
SANOFI.NS,
SANOFICONR.NS,
SANSERA.NS,
SANSTAR.NS,
SANWARIA.NS,
SAPPHIRE.NS,
SARDAEN.NS,
SAREGAMA.NS,
SARLAPOLY.NS,
SARVESHWAR.NS,
SASKEN.NS,
SASTASUNDR.NS,
SATIA.NS,
SATIN.NS,
SAURASHCEM.NS,
SBC.NS,
SBCL.NS,
SBFC.NS,
SBGLP.NS,
SBICARD.NS,
SBILIFE.NS,
SBIN.NS,
SCHAEFFLER.NS,
SCHAND.NS,
SCHNEIDER.NS,
SCI.NS,
SCILAL.NS,
SCODATUBES.NS,
SCPL.NS,
SDBL.NS,
SEAMECLTD.NS,
SECMARK.NS,
SECURKLOUD.NS,
SEJALLTD.NS,
SELMC.NS,
SEMAC.NS,
SENCO.NS,
SENORES.NS,
SEPC.NS,
SERVOTECH.NS,
SESHAPAPER.NS,
SETCO.NS,
SETL.NS,
SETUINFRA.NS,
SEYAIND.NS,
SFL.NS,
SGFIN.NS,
SGIL.NS,
SGL.NS,
SGMART.NS,
SHADOWFAX.NS,
SHAH.NS,
SHAHALLOYS.NS,
SHAILY.NS,
SHAKTIPUMP.NS,
SHALBY.NS,
SHALPAINTS.NS,
SHANKARA.NS,
SHANTI.NS,
SHANTIGEAR.NS,
SHANTIGOLD.NS,
SHARDACROP.NS,
SHARDAMOTR.NS,
SHAREINDIA.NS,
SHEKHAWATI.NS,
SHEMAROO.NS,
SHILCTECH.NS,
SHILPAMED.NS,
SHIVALIK.NS,
SHIVAMAUTO.NS,
SHIVAMILLS.NS,
SHIVATEX.NS,
SHIVAUM.NS,
SHK.NS,
SHOPERSTOP.NS,
SHRADHA.NS,
SHREDIGCEM.NS,
SHREECEM.NS,
SHREEJISPG.NS,
SHREEPUSHK.NS,
SHREERAMA.NS,
SHRENIK.NS,
SHREYANIND.NS,
SHRINGARMS.NS,
SHRIPISTON.NS,
SHRIRAMFIN.NS,
SHRIRAMPPS.NS,
SHYAMCENT.NS,
SHYAMMETL.NS,
SHYAMTEL.NS,
SICALLOG.NS,
SIEMENS.NS,
SIGACHI.NS,
SIGIND.NS,
SIGMA.NS,
SIGMAADV.NS,
SIGNATURE.NS,
SIGNPOST.NS,
SIKKO.NS,
SIL.NS,
SILGO.NS,
SILINV.NS,
SILLYMONKS.NS,
SILVERTUC.NS,
SIMBHALS.NS,
SIMPLEXINF.NS,
SINCLAIR.NS,
SINDHUTRAD.NS,
SINTERCOM.NS,
SIRCA.NS,
SIS.NS,
SITINET.NS,
SIYSIL.NS,
SJS.NS,
SJVN.NS,
SKFINDIA.NS,
SKFINDUS.NS,
SKIPPER.NS,
SKMEGGPROD.NS,
SKYGOLD.NS,
SMARTLINK.NS,
SMARTWORKS.NS,
SMCGLOBAL.NS,
SMLMAH.NS,
SMLT.NS,
SMSPHARMA.NS,
SNOWMAN.NS,
SOBHA.NS,
SOFTTECH.NS,
SOLARA.NS,
SOLARINDS.NS,
SOLARWORLD.NS,
SOLEX.NS,
SOMANYCERA.NS,
SOMATEX.NS,
SOMICONVEY.NS,
SONACOMS.NS,
SONAMLTD.NS,
SONATSOFTW.NS,
SOTL.NS,
SOUTHBANK.NS,
SOUTHWEST.NS,
SPAL.NS,
SPANDANA.NS,
SPARC.NS,
SPCENET.NS,
SPECIALITY.NS,
SPECTRUM.NS,
SPENCERS.NS,
SPIC.NS,
SPLIL.NS,
SPLPETRO.NS,
SPMLINFRA.NS,
SPORTKING.NS,
SRD.NS,
SREEL.NS,
SRF.NS,
SRGHFL.NS,
SRHHYPOLTD.NS,
SRM.NS,
SRTL.NS,
SSDL.NS,
SSWL.NS,
STALLION.NS,
STANLEY.NS,
STAR.NS,
STARCEMENT.NS,
STARHEALTH.NS,
STARPAPER.NS,
STARTECK.NS,
STCINDIA.NS,
STEELCAS.NS,
STEELCITY.NS,
STEELXIND.NS,
STEL.NS,
STERTOOLS.NS,
STLNETWORK.NS,
STLTECH.NS,
STOVEKRAFT.NS,
STUDDS.NS,
STYL.NS,
STYLAMIND.NS,
STYLEBAAZA.NS,
STYRENIX.NS,
SUBEXLTD.NS,
SUBROS.NS,
SUDARCOLOR.NS,
SUDARSCHEM.NS,
SUDEEPPHRM.NS,
SUKHJITS.NS,
SULA.NS,
SUMEETINDS.NS,
SUMICHEM.NS,
SUMIT.NS,
SUMMITSEC.NS,
SUNCLAY.NS,
SUNDARAM.NS,
SUNDARMFIN.NS,
SUNDRMBRAK.NS,
SUNDRMFAST.NS,
SUNDROP.NS,
SUNFLAG.NS,
SUNPHARMA.NS,
SUNTECK.NS,
SUNTV.NS,
SUPERHOUSE.NS,
SUPERSPIN.NS,
SUPRAJIT.NS,
SUPREME.NS,
SUPREMEENG.NS,
SUPREMEIND.NS,
SUPREMEINF.NS,
SUPRIYA.NS,
SURAJEST.NS,
SURAJLTD.NS,
SURAKSHA.NS,
SURANASOL.NS,
SURANAT&P.NS,
SURYALAXMI.NS,
SURYAROSNI.NS,
SURYODAY.NS,
SUTLEJTEX.NS,
SUVEN.NS,
SUVIDHAA.NS,
SUYOG.NS,
SUZLON.NS,
SVLL.NS,
SVPGLOB.NS,
SWANCORP.NS,
SWANDEF.NS,
SWARAJENG.NS,
SWELECTES.NS,
SWIGGY.NS,
SWSOLAR.NS,
SYMPHONY.NS,
SYNCOMF.NS,
SYNGENE.NS,
SYRMA.NS,
SYSTMTXC.NS,
TAINWALCHM.NS,
TAJGVK.NS,
TAKE.NS,
TALBROAUTO.NS,
TANLA.NS,
TARACHAND.NS,
TARAPUR.NS,
TARC.NS,
TARIL.NS,
TARMAT.NS,
TARSONS.NS,
TASTYBITE.NS,
TATACAP.NS,
TATACHEM.NS,
TATACOMM.NS,
TATACONSUM.NS,
TATAELXSI.NS,
TATAINVEST.NS,
TATAPOWER.NS,
TATASTEEL.NS,
TATATECH.NS,
TATVA.NS,
TBOTEK.NS,
TBZ.NS,
TCC.NS,
TCI.NS,
TCIEXP.NS,
TCIFINANCE.NS,
TCPLPACK.NS,
TCS.NS,
TDPOWERSYS.NS,
TEAMGTY.NS,
TEAMLEASE.NS,
TECHM.NS,
TECHNOE.NS,
TECILCHEM.NS,
TEGA.NS,
TEJASNET.NS,
TEMBO.NS,
TENNIND.NS,
TERASOFT.NS,
TEXINFRA.NS,
TEXMOPIPES.NS,
TEXRAIL.NS,
TFCILTD.NS,
TFL.NS,
TGBHOTELS.NS,
THANGAMAYL.NS,
THEINVEST.NS,
THEJO.NS,
THELEELA.NS,
THEMISMED.NS,
THERMAX.NS,
THOMASCOOK.NS,
THOMASCOTT.NS,
THYROCARE.NS,
TI.NS,
TICL.NS,
TIGERLOGS.NS,
TIIL.NS,
TIINDIA.NS,
TIJARIA.NS,
TIL.NS,
TIMETECHNO.NS,
TIMKEN.NS,
TINNARUBR.NS,
TIPSFILMS.NS,
TIPSMUSIC.NS,
TIRUMALCHM.NS,
TIRUPATIFL.NS,
TITAGARH.NS,
TITAN.NS,
TMB.NS,
TMCV.NS,
TMPV.NS,
TNPETRO.NS,
TNPL.NS,
TNTELE.NS,
TOKYOPLAST.NS,
TOLINS.NS,
TORNTPHARM.NS,
TORNTPOWER.NS,
TOTAL.NS,
TOUCHWOOD.NS,
TPHQ.NS,
TPLPLASTEH.NS,
TRACXN.NS,
TRANSRAILL.NS,
TRANSWORLD.NS,
TRAVELFOOD.NS,
TREEHOUSE.NS,
TREJHARA.NS,
TREL.NS,
TRENT.NS,
TRF.NS,
TRIDENT.NS,
TRIGYN.NS,
TRITURBINE.NS,
TRIVENI.NS,
TRU.NS,
TRUALT.NS,
TSFINV.NS,
TTKHLTCARE.NS,
TTKPRESTIG.NS,
TTL.NS,
TTML.NS,
TVSELECT.NS,
TVSHLTD.NS,
TVSMOTOR.NS,
TVSSCS.NS,
TVSSRICHAK.NS,
TVTODAY.NS,
TVVISION.NS,
UBL.NS,
UCAL.NS,
UCOBANK.NS,
UDS.NS,
UEL.NS,
UFBL.NS,
UFLEX.NS,
UFO.NS,
UGARSUGAR.NS,
UGROCAP.NS,
UJJIVANSFB.NS,
ULTRACEMCO.NS,
UMAEXPORTS.NS,
UMESLTD.NS,
UMIYA-MRO.NS,
UNICHEMLAB.NS,
UNIDT.NS,
UNIECOM.NS,
UNIENTER.NS,
UNIINFO.NS,
UNIMECH.NS,
UNIONBANK.NS,
UNIPARTS.NS,
UNITDSPR.NS,
UNITECH.NS,
UNITEDPOLY.NS,
UNITEDTEA.NS,
UNIVASTU.NS,
UNIVCABLES.NS,
UNIVPHOTO.NS,
UNOMINDA.NS,
UPL.NS,
URAVIDEF.NS,
URBANCO.NS,
URJA.NS,
USHAMART.NS,
USK.NS,
UTIAMC.NS,
UTKARSHBNK.NS,
UTLSOLAR.NS,
UTTAMSUGAR.NS,
UYFINCORP.NS,
V2RETAIL.NS,
VADILALIND.NS,
VAIBHAVGBL.NS,
VAISHALI.NS,
VAKRANGEE.NS,
VALIANTLAB.NS,
VALIANTORG.NS,
VARDHACRLC.NS,
VARDMNPOLY.NS,
VARROC.NS,
VASCONEQ.NS,
VASWANI.NS,
VBL.NS,
VCL.NS,
VEDL.NS,
VEEDOL.NS,
VENKEYS.NS,
VENTIVE.NS,
VENUSPIPES.NS,
VENUSREM.NS,
VERANDA.NS,
VERTOZ.NS,
VESUVIUS.NS,
VETO.NS,
VGL.NS,
VGUARD.NS,
VHL.NS,
VHLTD.NS,
VIDHIING.NS,
VIDYAWIRES.NS,
VIJAYA.NS,
VIJIFIN.NS,
VIKASECO.NS,
VIKASLIFE.NS,
VIKRAMSOLR.NS,
VIKRAN.NS,
VIMTALABS.NS,
VINATIORGA.NS,
VINCOFE.NS,
VINDHYATEL.NS,
VINEETLAB.NS,
VINNY.NS,
VINYLINDIA.NS,
VIPCLOTHNG.NS,
VIPIND.NS,
VIPULLTD.NS,
VIRINCHI.NS,
VISAKAIND.NS,
VISASTEEL.NS,
VISHNU.NS,
VISHWARAJ.NS,
VIVIDHA.NS,
VIVIMEDLAB.NS,
VIYASH.NS,
VLEGOV.NS,
VLSFINANCE.NS,
VMART.NS,
VMM.NS,
VMSTMT.NS,
VOLTAMP.NS,
VOLTAS.NS,
VPRPL.NS,
VRAJ.NS,
VRLLOG.NS,
VSSL.NS,
VSTIND.NS,
VSTL.NS,
VSTTILLERS.NS,
VTL.NS,
WAAREEENER.NS,
WAAREEINDO.NS,
WAAREERTL.NS,
WABAG.NS,
WAKEFIT.NS,
WALCHANNAG.NS,
WANBURY.NS,
WCIL.NS,
WEALTH.NS,
WEBELSOLAR.NS,
WEIZMANIND.NS,
WEL.NS,
WELCORP.NS,
WELENT.NS,
WELINV.NS,
WELSPUNLIV.NS,
WENDT.NS,
WESTLIFE.NS,
WEWIN.NS,
WEWORK.NS,
WHEELS.NS,
WHIRLPOOL.NS,
WILLAMAGOR.NS,
WINDLAS.NS,
WINDMACHIN.NS,
WINSOME.NS,
WIPL.NS,
WIPRO.NS,
WOCKPHARMA.NS,
WONDERLA.NS,
WORTHPERI.NS,
WSI.NS,
WSTCSTPAPR.NS,
XCHANGING.NS,
XELPMOC.NS,
XPROINDIA.NS,
XTGLOBAL.NS,
YASHO.NS,
YATHARTH.NS,
YATRA.NS,
YESBANK.NS,
YUKEN.NS,
ZAGGLE.NS,
ZEEL.NS,
ZEELEARN.NS,
ZEEMEDIA.NS,
ZENITHEXPO.NS,
ZENITHSTL.NS,
ZENSARTECH.NS,
ZENTEC.NS,
ZFCVINDIA.NS,
ZIMLAB.NS,
ZODIAC.NS,
ZODIACLOTH.NS,
ZOTA.NS,
ZUARI.NS,
ZUARIIND.NS,
ZYDUSLIFE.NS,
ZYDUSWELL.NS,
